iFA,ROI_idx,#No.,Region,RegionLongName,Cortical Division,LR,idx,ROI_value_mean,p_value_mean,p_value_FDR_mean,significant_FDR_mean,label_FDR_mean,ROI_value_sum,p_value_sum,p_value_FDR_sum,significant_FDR_sum,label_FDR_sum,delta_mean_minus_sum,abs_delta,effect_sign_mean,effect_sign_sum,effect_sign_reversal,FDR_comparison
1,277.0,277.0,STV,Superior_Temporal_Visual_Area,TPO,idx_R,277,2.3668313026428223,0.0089705542714407,0.0504593677768542,0,,4.197615623474121,1.3486997426798913e-05,0.0002856070043322,1,+,-1.8307843208312988,1.8307843208312988,1,1,False,lemma_sum_only
1,278.0,278.0,TPOJ1,Area_TemporoParietoOccipital_Junction_1,TPO,idx_R,278,1.395432710647583,0.0814426965060875,0.2050305646307099,0,,2.9992566108703613,0.0013531962957336,0.011881723572295,0,,-1.6038239002227783,1.6038239002227783,1,1,False,neither
1,97.0,97.0,STV,Superior_Temporal_Visual_Area,TPO,idx_L,97,-1.8435795307159424,0.032622220699777,0.1097570042235489,0,,-0.6250185966491699,0.2659794263897629,0.3507421007337533,0,,-1.2185609340667725,1.2185609340667725,-1,-1,False,neither
1,32.0,32.0,23c,Area_23c,ParaCentral_MidCing,idx_L,32,0.2929778397083282,0.3847695450984805,0.434222684123677,0,,1.488277554512024,0.0683388558891387,0.1708471397228469,0,,-1.1952997148036957,1.1952997148036957,1,1,False,neither
1,130.0,130.0,POS2,Parieto-Occipital_Sulcus_Area_2,Posterior_Cingulate,idx_L,130,2.6526496410369877,0.003993135962257,0.0281868420865201,0,,3.827275514602661,6.478472992601923e-05,0.0011661251386683,1,+,-1.1746258735656734,1.1746258735656734,1,1,False,lemma_sum_only
1,128.0,128.0,PCV,PreCuneus_Visual_Area,Posterior_Cingulate,idx_L,128,-0.5568842887878418,0.2888032448659205,0.365079065121568,0,,0.6041793823242188,0.2728621934767236,0.3528707843443255,0,,-1.1610636711120605,1.1610636711120605,-1,1,True,neither
1,40.0,40.0,SCEF,Supplementary_and_Cingulate_Eye_Field,ParaCentral_MidCing,idx_L,40,-1.9495211839675903,0.0256166077468007,0.0970734609352448,0,,-0.7892911434173584,0.2149709309149136,0.3095424891620043,0,,-1.160230040550232,1.160230040550232,-1,-1,False,neither
1,342.0,342.0,a47r,Area_anterior_47r,Inferior_Frontal,idx_R,342,-0.243833377957344,0.4036799342541292,0.4485332602823658,0,,-1.3408284187316897,0.0899880835433011,0.1951548799734242,0,,1.0969950407743456,1.0969950407743456,-1,-1,False,neither
1,24.0,24.0,PH,Area_PH,MT + _Complex,idx_L,24,-2.320718050003052,0.0101510329506736,0.0553692706400379,0,,-3.389697313308716,0.0003498491726547,0.0040627645856684,1,-,1.0689792633056636,1.0689792633056636,-1,-1,False,lemma_sum_only
1,280.0,280.0,TPOJ3,Area_TemporoParietoOccipital_Junction_3,TPO,idx_R,280,1.268275022506714,0.1023498768042716,0.2160675190600184,0,,2.3212709426879883,0.0101361127250104,0.0454655923870059,0,,-1.0529959201812742,1.0529959201812742,1,1,False,neither
1,276.0,276.0,PSL,PeriSylvian_Language_Area,TPO,idx_R,276,1.1129200458526611,0.1328713849350425,0.244343147173023,0,,2.136959314346313,0.0163006504707455,0.0637751260506079,0,,-1.024039268493652,1.024039268493652,1,1,False,neither
1,238.0,238.0,PFcm,Area_PFcm,Early_Auditory,idx_R,238,2.7062036991119385,0.0034028642876027,0.0245006228707398,0,,3.717265367507935,0.0001006954381648,0.0015104315724732,1,+,-1.0110616683959965,1.0110616683959965,1,1,False,lemma_sum_only
1,147.0,147.0,p32pr,Area_p32_prime,AntCing_MedPFC,idx_L,147,-0.7303955554962158,0.2325742171547403,0.3339168924937662,0,,0.241850733757019,0.4044479128540652,0.4456530221531024,0,,-0.9722462892532349,0.9722462892532349,-1,1,True,neither
6,24.0,24.0,PH,Area_PH,MT + _Complex,idx_L,24,3.3054795265197754,0.0004740701535546,0.0015375248223395,1,+,2.335726499557495,0.009752750232346,0.0208987504978844,0,,0.9697530269622803,0.9697530269622803,1,1,False,lemma_mean_only
1,91.0,91.0,TE1p,Area_TE1_posterior,Lateral_Temporal,idx_L,91,-5.011147975921631,2.705314376762592e-07,1.2173914695431662e-05,1,-,-5.976655960083008,1.1388224948694962e-09,1.0249402453825467e-07,1,-,0.965507984161377,0.965507984161377,-1,-1,False,shared_same_direction
1,212.0,212.0,23c,Area_23c,ParaCentral_MidCing,idx_R,212,2.1410229206085205,0.0161360948675132,0.0726124269038096,0,,3.0856821537017822,0.0010154289393332,0.0091388604539992,0,,-0.9446592330932617,0.9446592330932617,1,1,False,neither
1,292.0,292.0,IP1,Area_IntraParietal_1,Inferior_Parietal,idx_R,292,0.3253403306007385,0.3724617551226533,0.4291710348615505,0,,-0.607194185256958,0.2718610253422295,0.3528707843443255,0,,0.9325345158576965,0.9325345158576965,1,-1,True,neither
1,296.0,296.0,PFop,Area_PF_Opercular,Inferior_Parietal,idx_R,296,3.4700424671173096,0.0002601880406893,0.0037467077859267,1,+,4.400622844696045,5.397029890679182e-06,0.0001295287173763,1,+,-0.9305803775787354,0.9305803775787354,1,1,False,shared_same_direction
6,128.0,128.0,PCV,PreCuneus_Visual_Area,Posterior_Cingulate,idx_L,128,1.7563629150390625,0.0395132304222747,0.0667829246573658,0,,2.6767704486846924,0.0037167772579848,0.0089801329723123,0,,-0.9204075336456299,0.9204075336456299,1,1,False,neither
1,96.0,96.0,PSL,PeriSylvian_Language_Area,TPO,idx_L,96,-2.7918429374694824,0.0026204394273392,0.0209635154187139,0,,-1.8749308586120603,0.0304011180521355,0.101337060173785,0,,-0.9169120788574221,0.9169120788574221,-1,-1,False,neither
1,214.0,214.0,24dv,Ventral_Area_24d,ParaCentral_MidCing,idx_R,214,2.0682296752929688,0.0193092155183927,0.0826247689112638,0,,2.9836928844451904,0.0014239623457206,0.0119215452199872,0,,-0.9154632091522217,0.9154632091522217,1,1,False,neither
1,354.0,354.0,9a,Area_9_anterior,Dorsolateral_Prefrontal,idx_R,354,0.7129640579223633,0.2379339991595265,0.3354211383046427,0,,-0.1948250085115432,0.4227649717292107,0.4502822184098103,0,,0.9077890664339064,0.9077890664339064,1,-1,True,neither
6,130.0,130.0,POS2,Parieto-Occipital_Sulcus_Area_2,Posterior_Cingulate,idx_L,130,-1.8068631887435915,0.035391806685752,0.0614428825474229,0,,-0.91616028547287,0.1797914160728732,0.2303377572463856,0,,-0.8907029032707215,0.8907029032707215,-1,-1,False,neither
2,278.0,278.0,TPOJ1,Area_TemporoParietoOccipital_Junction_1,TPO,idx_R,278,-6.750641345977783,7.359652227612835e-12,8.831582673135401e-10,1,-,-5.862415313720703,2.280911425029554e-09,1.368546855017733e-07,1,-,-0.8882260322570801,0.8882260322570801,-1,-1,False,shared_same_direction
1,230.0,230.0,OP1,Area_OP1-SII,Posterior_Opercular,idx_R,230,1.5554540157318115,0.0599189890813903,0.176122484683398,0,,2.426744222640991,0.007617496245801,0.0380874812290051,0,,-0.8712902069091797,0.8712902069091797,1,1,False,neither
1,347.0,347.0,p47r,Area_posterior_47r,Inferior_Frontal,idx_R,347,-0.4574743807315826,0.3236650562567716,0.3937232188520717,0,,-1.3282524347305298,0.0920473637377598,0.1963539444167026,0,,0.8707780539989471,0.8707780539989471,-1,-1,False,neither
2,130.0,130.0,POS2,Parieto-Occipital_Sulcus_Area_2,Posterior_Cingulate,idx_L,130,1.4622732400894165,0.0718331742602684,0.14054316703096,0,,2.3203787803649902,0.0101601978802561,0.0396955602469885,0,,-0.8581055402755737,0.8581055402755737,1,1,False,neither
1,332.0,332.0,11 l,Area_11l,OrbPolaFrontal,idx_R,332,0.7571154832839966,0.2244903393460341,0.3259435689345931,0,,-0.0963727086782455,0.4616122832669134,0.474801205645968,0,,0.8534881919622421,0.8534881919622421,1,-1,True,neither
1,47.0,47.0,PEF,Premotor_Eye_Field,Premotor,idx_L,47,-1.9624158143997192,0.024857046532517,0.0965741315856018,0,,-1.1163209676742554,0.1321423847802015,0.2391985860600676,0,,-0.8460948467254639,0.8460948467254639,-1,-1,False,neither
